,saison,distancemer,altitude,vegetation,densite,nb_averses,volume,pluieLendemain
44,Automne,22.911736724570247,418.3620542955499,Dense,28.180428436875506,2,1.3536682563273559,0
45,Hiver,2.2931521199431217,16.588739515065527,Faible,13.676705170272516,4,4.4611903268613835,1
46,Printemps,83.44248116016817,302.3043651889454,Moyenne,0.3535385316768946,0,0.0,0
47,Hiver,4.059960592227785,13.804946989669997,Dense,5.536660375173229,2,2.203117921075559,1
48,Été,17.928943699610056,48.4179453579639,Faible,0.8613523949433477,1,0.7275690646528311,0
49,Hiver,34.47044449367117,235.98801467815693,Faible,15.38920488179026,1,0.695989725264894,0
50,Hiver,30.16434775609732,36.09236499970915,Rare,20.737779968168205,0,0.0,0
51,Printemps,11.041474710218703,163.72115522423672,Moyenne,12.531846645275762,1,1.059836324913824,1
52,Été,24.86073181089979,71.47004372647477,Rare,2.8035682222467937,1,0.548670514585295,0
53,Printemps,27.287324464620966,747.5469326737605,Dense,5.13914938605902,1,0.8393574974941747,1
54,Automne,2.0205191022504114,2.4654899014036977,Rare,25.724633013931584,3,3.173532289091007,1
55,Été,62.10971074024385,507.8925528775505,Rare,6.213213928118067,0,0.0,0
56,Été,15.111266796502003,27.893333889710256,Dense,4.000499972006958,2,1.4779230531109548,1
57,Hiver,17.10784934082791,125.61331845443365,Moyenne,9.165198800428183,1,0.9106932409022044,1
58,Automne,18.962245216429892,75.97704421331993,Moyenne,56.623934768078314,0,0.0,0
59,Printemps,51.699768062678494,1144.020875876808,Rare,1.1110715236407989,1,0.7754546687881885,0
60,Printemps,14.694833619650547,85.65247124963777,Dense,31.61419481859835,0,0.0,1
61,Hiver,88.03423632293817,26.724005820247125,Faible,8.630607833367362,0,0.0,0
62,Automne,21.761204925603707,922.6507526038835,Rare,15.642653312189035,1,0.6819857819507075,0
63,Printemps,39.98616578447431,353.6641435950319,Moyenne,13.657826083873523,0,0.0,1
64,Printemps,43.671105149272805,128.60387076664665,Moyenne,0.43783451751231084,1,0.792331325554612,1
65,Été,2.92818611482344,26.49219048186969,Faible,4.659597615822707,0,0.0,0
66,Automne,24.6031963713434,701.0419961142863,Moyenne,11.22868751557374,0,0.0,0
67,Printemps,4.947248653531758,13.463932603203947,Faible,5.409088282844423,1,1.2158010395122352,1
68,Hiver,12.092807889460092,22.356599284265858,Rare,34.52748777705342,0,0.0,1
69,Été,20.522471473138843,91.56059679264136,Faible,34.82017169580872,0,0.0,0
70,Printemps,10.822563584068737,112.88344035869383,Faible,6.114558878900125,0,0.0,1
71,Printemps,150.64314625737074,2123.7007155801502,Dense,62.077927673788,0,0.0,0
72,Hiver,11.306971427307962,41.324800988427995,Faible,11.873002390464258,0,0.0,1
73,Été,12.081742787908597,16.866843638779493,Dense,32.970978991737766,1,0.8869271219516751,1
74,Été,24.81918309600755,123.70980121063418,Dense,6.9705995884872305,0,0.0,0
75,Automne,8.333687945804575,12.138055892988104,Dense,17.302089093971084,0,0.0,1
76,Été,95.61593998767079,228.0699309820682,Dense,49.28038724038888,0,0.0,0
77,Été,111.99782926876271,1352.4330230532878,Rare,3.9969071042822844,1,0.3981520510410905,0
78,Été,27.421709686930548,71.25751543456369,Moyenne,4.780884110741686,2,1.0777324671942972,0
79,Été,54.13752306074501,283.4904506888962,Rare,0.6897524113474196,0,0.0,0
80,Été,15.20452635914051,57.456791262353924,Dense,5.192242220348007,0,0.0,0
81,Hiver,16.084226710360284,130.8661349611761,Faible,19.22415786419719,2,1.8296089672874354,1
82,Automne,12.976090834344875,3.7731793025812435,Dense,12.04018159164686,3,3.0136561321209827,1
83,Hiver,66.36268560607604,323.1824010627866,Moyenne,3.5804712515230284,0,0.0,0
84,Printemps,47.04752771024164,153.9325046819489,Rare,0.31171098908709344,2,1.5697683287233593,1
85,Printemps,0.6516879640828398,10.35863704280405,Faible,8.848818931037954,2,2.5440190475417914,1
86,Hiver,5.689938189022819,13.073789214542836,Rare,5.7351303796537065,1,1.0915017051913665,1
87,Hiver,19.38498962415184,80.28637879186532,Moyenne,11.917470579822869,0,0.0,1
88,Printemps,23.209881280459346,2.2285683217251506,Dense,1.9708840551211717,1,0.8555413279643713,0
89,Hiver,18.740986389164494,64.59398638073132,Faible,1.3955099672505527,0,0.0,1
90,Printemps,13.429886543367603,47.6079078258671,Rare,12.733770794925604,1,1.0468163814151963,1
91,Printemps,2.2038851129488157,15.156348411600629,Faible,14.605381780099654,1,1.2361056971526168,1
92,Printemps,6.52150186389609,54.20185570400564,Rare,1.0832422052192576,1,1.0943627097637543,1
93,Automne,81.59139617718976,742.7312900911878,Faible,13.764494204778634,0,0.0,0
94,Automne,32.40390030796647,131.24903632678632,Moyenne,0.7939458390881486,0,0.0,0
95,Hiver,14.270456387907764,123.97695940309546,Moyenne,27.131503189810363,1,0.9227744808583176,1
96,Hiver,10.452715333638286,62.68638526534584,Faible,23.898431526669327,2,1.8869437498759503,1
97,Printemps,2.0591116145237134,1.4213989861555105,Rare,0.5328667543814848,3,3.7124032888515135,1
98,Hiver,5.0448720185924545,13.3680510596542,Dense,5.3627417799252886,0,0.0,0
99,Été,59.283458680658384,550.9302532322117,Moyenne,1.0468655727359724,1,0.4617669670866211,0
100,Été,15.095888291363728,44.6159459172205,Rare,9.833283234376648,0,0.0,0
101,Automne,25.99533403672219,231.4326872588436,Moyenne,8.608916595933904,1,0.6642079056381693,0
102,Printemps,6.737130589891491,34.08225688681125,Faible,1.6949768894225736,4,4.369095129124033,1
103,Été,45.73979129511494,1144.7003908528545,Dense,2.2717728364014733,1,0.4877031326400798,0
104,Été,4.624541035446064,4.474511620652808,Dense,19.38912717485842,3,2.7534400674222668,1
105,Printemps,9.027045469427751,120.36220586639877,Rare,3.7329326664765023,0,0.0,1
106,Été,0.5717331731108124,1.6585183206948568,Rare,2.3054173396927564,0,0.0,1
107,Printemps,1.105973836449617,7.375322862425714,Rare,42.04821438082821,2,2.503617448444559,1
108,Automne,6.728968138019033,18.881023633926223,Rare,24.841544364960022,1,1.0261758989932988,1
109,Automne,26.833844413228363,349.3773826153607,Rare,1.2596379127729282,1,0.661033296867465,0
110,Printemps,47.312729650632185,44.92361621030847,Faible,0.3824053158785409,0,0.0,0
111,Printemps,6.171297227140816,22.81031322532237,Faible,3.3000760155038504,2,2.1957682365578832,1
112,Automne,7.610532633248873,77.00950501842517,Rare,6.018860838607325,0,0.0,0
113,Printemps,5.697059295913677,101.60700894913568,Dense,10.02165549533364,0,0.0,1
114,Printemps,25.81683923969252,35.25520039862681,Dense,21.737237829176465,0,0.0,0
115,Printemps,115.77065654441344,395.30576269631916,Dense,11.737198672342801,0,0.0,0
116,Hiver,22.353720754749325,110.95112866475118,Moyenne,5.483767317220384,2,1.478599212735375,0
117,Automne,0.5274204988849753,5.5003058939659715,Rare,4.105398557634199,1,1.1017574688643454,1
118,Automne,38.994998530709466,83.5466905383782,Rare,5.421979378467432,1,0.6236566427113507,0
119,Printemps,8.419878539409387,138.5751739414125,Faible,7.353983420666658,4,4.311022158799396,1
120,Printemps,1.4874904780382863,14.498176155593706,Dense,9.353147524087282,0,0.0,1
121,Hiver,43.436669280529166,371.95163062748355,Dense,1.821934505094311,0,0.0,0
122,Été,2.5909587068124362,23.44041343672293,Dense,27.35298366029625,1,0.8454479174125091,0
123,Été,4.517587783929955,34.21537508591203,Dense,15.782033312862504,0,0.0,0
124,Été,93.78152465738738,49.845515917563496,Rare,18.68599774016636,1,0.41590321285958026,0
125,Printemps,54.66531681160602,49.37799614167402,Faible,1.750262898492525,1,0.7698770543278006,1
126,Printemps,12.807202414527495,57.93855808482167,Faible,22.89639802853427,1,1.0499757934973646,1
127,Hiver,15.08322616877704,97.30044858230049,Faible,19.012177835956308,1,0.9190852474891358,1
128,Été,6.9749242748062565,14.007587267349809,Faible,0.8140955313941924,1,0.9050182135413366,1
129,Printemps,26.25639914535759,90.60042032662142,Faible,3.6099530781975995,1,0.8432086650247508,0
130,Printemps,15.490850066398995,141.44250350627868,Rare,18.465849731097492,0,0.0,1
131,Été,4.154121218892258,78.01433225585475,Rare,14.653017361447368,1,0.8218278074640353,0
132,Été,8.215485917360358,69.7681299460064,Faible,10.771705364994475,0,0.0,0
133,Hiver,52.69837185404914,206.60913213544222,Faible,1.523399260479137,0,0.0,0
134,Hiver,6.330129753916939,72.12511957385584,Dense,22.51339223298999,2,1.952533419519833,1
135,Printemps,5.998829486644201,35.953262588083575,Dense,9.010367542184047,0,0.0,1
136,Printemps,3.4884255398074813,46.947611149844164,Rare,3.1193677387342076,0,0.0,1
137,Hiver,38.59220401232303,102.35848205489415,Rare,5.501200821890483,0,0.0,0
138,Hiver,51.7426668525516,226.55033089765794,Rare,0.6797823051960549,0,0.0,0
139,Printemps,23.64891515245054,321.6246064661158,Dense,29.089502587735097,1,0.8536675191114602,0
140,Automne,3.4648680907244955,0.544614207754007,Rare,0.15186580505119435,1,1.0458277120890653,1
141,Printemps,8.364485444424565,95.9133971557531,Rare,5.531372331671576,1,1.078189162639432,1
142,Printemps,10.258009395739405,61.092407366953054,Dense,5.770540084545708,1,1.0647182416310026,1
143,Printemps,8.455273006248476,276.2565475749922,Rare,4.346201149165847,1,1.0774798676489807,0
144,Printemps,12.69342166134228,185.3638172795792,Moyenne,6.145910715121388,0,0.0,1
145,Printemps,11.847683570152713,18.056575094711278,Rare,67.8067986890355,0,0.0,1
146,Printemps,33.186495272559554,84.64531601236328,Moyenne,7.398471504186254,0,0.0,1
147,Hiver,2.873224755624934,164.6322842825837,Dense,7.292405788713607,1,1.0208142788034424,1
148,Hiver,5.022569054188646,84.98733105116601,Rare,43.89538029718281,1,0.9906887053514748,0
149,Printemps,46.48599966210947,721.68118417193,Moyenne,1.2299339424439975,0,0.0,0
150,Printemps,6.572697487201537,44.03729622023054,Faible,9.747601857996045,0,0.0,1
151,Automne,24.32337054637898,77.12638453229941,Rare,45.32106135897167,1,0.670855614366145,0
152,Hiver,22.889353007513055,30.206394603458453,Moyenne,0.25072480083839965,0,0.0,0
153,Automne,22.525855197298853,138.86515138199582,Dense,10.848183687767115,0,0.0,0
154,Été,81.22010566075637,262.9476792981457,Moyenne,7.986096298070484,0,0.0,0
155,Hiver,11.165318923346208,73.7572174863312,Faible,4.487814664457756,1,0.9390957777619882,1
156,Été,1.4470584604094419,13.588081429158157,Moyenne,1.1246654117653483,1,0.9447718831624695,1
157,Automne,3.0617553578385666,9.463097617893956,Faible,10.959255428749135,1,1.0489101091259216,1
158,Printemps,84.84633583188611,136.70991864636034,Moyenne,0.638977282102129,0,0.0,0
159,Été,21.85723875962411,261.6267242416522,Moyenne,4.409422599438574,1,0.5615454846681617,0
160,Automne,10.046087119183326,46.46156629313166,Moyenne,104.51523506201079,0,0.0,0
161,Hiver,15.569157626407456,194.9018571058749,Moyenne,14.43227253024254,1,0.9169729338009245,1
162,Automne,8.099338552095974,68.68576036953456,Rare,0.3382390611442346,0,0.0,1
163,Hiver,33.00758790714287,7.496411802821681,Moyenne,6.777093746953788,1,0.7003261868651482,0
164,Hiver,4.211083354574299,47.72886916916579,Faible,23.030876802588143,0,0.0,1
165,Printemps,27.832405306703293,393.078191905648,Moyenne,9.499380361438996,0,0.0,0
166,Automne,41.649051931626026,141.4872332909855,Dense,2.01635832815435,1,0.6170721290247008,0
167,Été,9.416388888082741,11.407455159100328,Dense,32.4081916058575,1,0.8951917912901909,1
168,Automne,110.73980011827294,1970.0473715768333,Moyenne,21.025589026037764,0,0.0,0
169,Printemps,12.329397314817694,187.97809038951917,Dense,2.4776998162721364,0,0.0,0
170,Hiver,131.8065395195898,1673.9905894197107,Moyenne,5.810507679082643,0,0.0,0
171,Hiver,13.15595599331656,112.43164890700736,Faible,4.724831251942893,1,0.9281879953203381,1
172,Été,18.527657296368652,469.1615519254225,Dense,27.606727042006472,1,0.7253797831083013,0
173,Été,44.098824896850736,124.9936701879565,Dense,3.609100210238518,0,0.0,0
174,Hiver,35.78429387966478,615.32735538399,Faible,7.023532836918713,0,0.0,0
175,Printemps,2.469272369535974,19.122324139433317,Faible,12.79358772573816,3,3.7012689979946654,1
176,Printemps,11.051816445853676,26.00685282156913,Faible,1.1577513182146968,2,2.119548348241199,0
177,Printemps,17.096652951354535,173.6520846540586,Faible,17.634421310174368,0,0.0,1
178,Printemps,13.753235494682347,4.231667853900772,Faible,30.81735337530546,1,1.1826162941878111,1
179,Printemps,20.486027217327635,278.0143531764972,Faible,0.6618783427761576,0,0.0,0
180,Hiver,3.9029518858551406,34.00025795543545,Moyenne,30.35395457924728,1,1.0053058950474725,1
181,Été,40.03237433076058,213.42919851142494,Rare,5.715489882869776,3,1.503093411349288,0
182,Hiver,7.6572739083505805,6.440824112902298,Faible,88.48927327397513,1,1.081986692039475,1
183,Printemps,22.104846626483422,0.9444209833378142,Moyenne,2.037712333508608,0,0.0,0
184,Printemps,36.71645641504942,708.6805362880716,Dense,11.115168415626806,1,0.8096774654263016,0
185,Printemps,5.227668349885431,19.98247387093606,Dense,6.30591052928167,0,0.0,1
186,Printemps,31.097033740462123,189.34248971569414,Rare,2.1379624295555115,1,0.8262886524460797,0
187,Automne,40.974800240567895,218.51035540952574,Faible,1.6171522812205295,1,0.6187042631522943,0
188,Printemps,5.498903293955572,65.59862215583159,Faible,31.20683722084395,2,2.2102614742005406,1
189,Hiver,26.6094601755979,53.34826649305041,Moyenne,3.5435286972701414,0,0.0,0
190,Printemps,24.408192789358683,55.4637454186444,Faible,4.08397340832435,0,0.0,1
191,Été,101.44813077964565,729.1473306286639,Rare,11.594644954547748,0,0.0,0
192,Automne,50.605155609674924,794.2395633685325,Faible,0.3004482787621389,0,0.0,0
193,Automne,15.353392390845254,74.20658779948388,Dense,2.7398348948666964,0,0.0,0
194,Printemps,34.61526915047863,460.3957668675798,Dense,6.275341760438548,0,0.0,0
195,Été,15.727885143371875,46.660309693295666,Dense,34.794843309077336,0,0.0,0
196,Printemps,7.620130442357419,111.25402769547266,Dense,41.52723485303362,2,2.1685812189538094,1
197,Hiver,8.041441180828015,6.443701734271666,Rare,17.64405570846445,0,0.0,0
198,Hiver,6.546384742057962,92.09279868161329,Rare,16.86903941825932,3,2.9223559457425345,0
199,Été,18.641618424789325,84.26467256229496,Moyenne,17.53718217830113,0,0.0,0
200,Automne,21.122179693083055,102.72021990230611,Moyenne,13.358125187183836,1,0.6849659978809381,0
201,Été,1.077958289385933,7.89934592457966,Rare,9.241629000107135,2,1.9051805719816663,1
202,Été,0.5610455673764401,11.723511719205572,Faible,6.538430106743376,1,0.9788726412558401,1
203,Printemps,11.81951483603553,139.85201266141797,Faible,18.213336352116432,0,0.0,1
204,Été,16.08571946357507,3.2810082561413676,Rare,6.851004402387443,2,1.7547983002323115,1
205,Automne,12.17172173211687,187.99869168523912,Moyenne,4.546805293696174,1,0.8733608873888395,0
206,Printemps,1.4685397845366006,2.5995601843020473,Dense,0.3599446641868439,2,2.4888745650161574,1
207,Hiver,0.5455022636181288,0.021408779669974926,Moyenne,35.683615911120235,0,0.0,1
208,Printemps,15.792436389450035,16.32857764037538,Rare,11.953927765651205,0,0.0,1
209,Printemps,8.276608188994528,83.36657606829904,Rare,19.056043515790027,0,0.0,1
210,Été,12.824237149138822,75.9464130561112,Rare,10.225271737207628,1,0.7498873555790365,0
211,Automne,51.226101960478545,39.68585451990627,Dense,0.22036964062552022,1,0.596375077571978,0
212,Printemps,0.23299249264799804,4.63552316580645,Moyenne,4.046908201069039,0,0.0,1
213,Printemps,36.086181459804855,357.8998561484343,Dense,9.453301218031768,0,0.0,0
214,Automne,40.7394627188027,140.27581047448928,Rare,1.5980467025179765,1,0.6192802652604789,0
215,Printemps,2.3672930456059085,14.344031980408747,Dense,15.585375307633027,1,1.2346410701201753,1
216,Printemps,23.5952427973787,78.06238248336716,Dense,27.122418446890922,0,0.0,0
217,Automne,4.971221271212779,24.756548937123373,Dense,50.314789501517026,2,1.8626206492053372,0
218,Printemps,6.311430775289848,108.1429052829746,Faible,28.11823509052312,0,0.0,0
219,Automne,8.40627503368221,69.70462280360111,Dense,37.3809130413391,0,0.0,0
220,Été,24.212187802628634,21.54146001679084,Moyenne,14.43547653602332,0,0.0,0
221,Printemps,0.027914084530140493,0.2977093242070168,Rare,60.821243137919645,1,1.3892874515525657,1
222,Printemps,16.691592861738236,274.741965360044,Moyenne,58.7203100969319,0,0.0,1
223,Été,11.34782655200333,102.64794359402676,Rare,42.8146154736832,0,0.0,0
224,Automne,38.21728144802813,58.16308699951051,Dense,0.18696680779776623,1,0.6256711983771208,0
225,Hiver,34.79921128856866,611.5369861102647,Faible,1.7449546624102863,1,0.6950404839405714,0
226,Printemps,45.97261358433376,81.20008046237771,Dense,5.214034230398237,0,0.0,0
227,Hiver,79.22243051692017,1051.1462363751123,Moyenne,2.9686944826797235,0,0.0,0
228,Printemps,20.414633196337153,277.11070176150804,Dense,2.1220178007122197,3,2.6051182526716397,1
229,Hiver,0.5112229185906011,2.1724661872461404,Moyenne,29.462756842025083,2,2.3264349023819584,1
230,Printemps,75.82958699452946,3354.4474741220397,Rare,3.1741083874878924,0,0.0,0
231,Été,2.428288087706615,13.12852864872494,Rare,21.484427796164532,2,1.8682191184149994,1
232,Printemps,74.92347686965358,1165.6596961708744,Dense,1.9024035797871002,1,0.7383532715157104,0
233,Été,46.88642254049703,46.63391834871026,Moyenne,2.0558708897942504,0,0.0,0
234,Hiver,6.433116483121534,88.47732655245518,Faible,22.10072496768579,0,0.0,1
235,Automne,13.869711594638458,5.601966685537432,Rare,11.699144306431084,1,1.0023355582508249,1
236,Hiver,25.34631099301755,635.4025639560459,Dense,2.5346468469832715,0,0.0,0
237,Printemps,16.301332177683285,100.73528796866454,Faible,3.7284496061479704,2,2.067822250979629,1
238,Hiver,44.68307677026548,118.49513877250767,Rare,0.33189768659213237,1,0.6700405107592324,0
239,Automne,1.181515960180047,21.6582397517177,Moyenne,38.67613340485416,0,0.0,0
240,Été,23.942230051415684,40.37818078984932,Dense,1.6941217993263205,0,0.0,0
241,Printemps,4.075508315720172,4.828727496024596,Faible,12.686684826430012,2,2.4429037618002236,1
242,Été,16.37288074044041,379.655565668109,Moyenne,23.209942610806714,0,0.0,0
243,Hiver,43.18054105363956,327.07752764160875,Moyenne,1.0918188887652158,0,0.0,0
244,Hiver,52.87530790953266,470.1222505186755,Rare,1.6866262611518603,0,0.0,0
245,Été,4.472300584602749,0.42060884853071234,Faible,3.8062693635835743,1,0.9187947320296349,1
246,Hiver,36.564696390039565,1044.1111949357685,Moyenne,21.50480909207884,0,0.0,0
247,Printemps,2.233668893199436,68.92256775422692,Dense,1.259423431094373,0,0.0,1
248,Hiver,54.64764965621589,1.7978618787148388,Dense,1.1118456325534023,0,0.0,0
249,Automne,14.297759996779293,525.0151241563831,Moyenne,10.152884652257452,0,0.0,0
250,Hiver,6.406454749979467,51.13327290733155,Moyenne,12.478735842460736,0,0.0,1
251,Été,28.345968205395838,108.27141083206453,Dense,2.9404786172517623,1,0.5355513123177155,0
252,Été,1.0181590941084928,6.211334596005212,Moyenne,13.135804937775987,1,0.9544054631456302,1
253,Été,55.333136645387015,56.53999871405712,Faible,4.663071398468201,2,0.9373256091253039,0
254,Printemps,79.6329448002605,272.8240006314127,Dense,1.502522189373864,1,0.7322572113049763,0
255,Printemps,114.37863342311394,184.5461990632824,Dense,15.238036374455042,0,0.0,0
256,Printemps,14.150788692653553,365.206397182186,Faible,0.2773984970882778,3,3.1300057266790997,1
257,Hiver,8.635925808512841,37.36867825545782,Moyenne,14.853248230403784,0,0.0,1
258,Printemps,81.44977274232173,1531.328780862686,Rare,14.604430521304012,1,0.730001345484462,1
259,Hiver,75.20688849941389,575.1158971412787,Faible,10.133239053476188,2,1.2359514340587778,0
260,Automne,76.24786447989312,883.645777418514,Dense,5.139103011974612,1,0.5566010591234593,0
261,Printemps,75.19775728646827,353.83764893091774,Faible,7.277747359451052,0,0.0,0
262,Été,30.627550952310212,189.2072939106174,Rare,18.71157328005611,0,0.0,0
263,Automne,0.10151409236853419,0.21738637342179626,Rare,14.438639907619446,0,0.0,0
264,Hiver,40.40579475608062,37.572448368502,Dense,5.402278118401814,0,0.0,0
265,Printemps,87.27157788298304,976.6966471747451,Faible,9.403961178913281,0,0.0,0
266,Printemps,6.767989037325446,4.699267555581489,Faible,6.3233748579373685,0,0.0,1
267,Printemps,8.66259358261077,44.58995403409353,Moyenne,8.539776942830798,2,2.1517732441151067,1
268,Hiver,9.520605741864347,12.685238704304837,Rare,6.1526110342989835,1,1.0748280630890494,1
269,Automne,44.47349635708641,586.6470625587211,Rare,3.54133870515317,3,1.8315319545586748,0
270,Automne,28.314300165410817,261.8590931715442,Dense,19.036202699771444,0,0.0,0
271,Hiver,1.3219261643096434,22.92339792797344,Dense,37.57502801345852,2,2.107708802718719,1
272,Hiver,22.965473147801937,175.9540717333724,Rare,5.620350525722877,1,0.7365998811722776,0
273,Été,11.946991193920345,325.18487032755627,Faible,2.1118568805951394,1,0.7545999087731181,0
274,Printemps,43.64999088675725,460.15354323967784,Dense,1.3189580054634504,1,0.792379685576459,0
275,Été,28.10225403964359,52.447550720549344,Moyenne,1.3613002825252842,1,0.5364148004661228,0
276,Printemps,12.491427934983786,41.031336018270736,Moyenne,5.316697535421509,1,1.0516365921960347,1
277,Été,5.52615266633603,94.72454560854302,Moyenne,2.414129518765098,0,0.0,0
278,Automne,2.3207681971821854,7.255092173951071,Moyenne,6.765726778854717,1,1.055051609744981,1
279,Hiver,37.68914997227439,70.15303255637549,Rare,6.109825581206628,0,0.0,0
280,Été,29.39949553515217,93.58153351124939,Moyenne,16.170751241865293,0,0.0,0
281,Printemps,10.51588697147698,79.05486973820413,Faible,20.701586339685946,0,0.0,1
282,Été,58.4859712835394,1398.1760433603247,Dense,0.7050939732707383,1,0.4631213075958074,0
283,Hiver,2.6346012147525513,42.077508065855255,Faible,9.991986381690467,0,0.0,1
284,Printemps,59.16936723010923,85.2651051398218,Faible,5.776154392855969,1,0.7619596032348256,1
285,Été,6.336457326165526,90.74549897969122,Dense,20.107571188083565,0,0.0,0
286,Été,35.838754141687204,87.46837037970315,Dense,1.1451399639969504,1,0.5120969826192968,0
287,Printemps,9.695850229180845,75.26569438791606,Moyenne,3.3408320774144458,0,0.0,1
288,Printemps,3.7622432960766803,5.241102323773535,Moyenne,26.045757788891702,1,1.223652974120173,0
289,Automne,11.259667849572137,93.83609806283009,Moyenne,1.4515252946824564,1,0.8785369872487258,0
290,Été,42.56813062660534,445.1425641364976,Faible,0.4275233411654284,1,0.49488940470096676,0
291,Hiver,34.527890554647975,233.91979688414338,Moyenne,10.75118421445147,1,0.6958232114941076,0
292,Été,39.13196346047652,390.9990434821018,Rare,5.524858133776141,1,0.5033060214322488,0
293,Automne,10.036745093362768,51.61644240503132,Dense,27.458267854398354,1,0.8861628311698952,0
294,Été,50.924518544443444,52.60070894394905,Rare,0.6047174946366689,1,0.47696554729609036,0
295,Automne,2.452315231812969,82.55638029571992,Rare,11.020507194336936,3,2.9034126991720344,0
296,Automne,6.084944547179781,137.324409585315,Rare,18.85179587872866,0,0.0,0
297,Automne,79.87501697361678,486.86561342783176,Moyenne,10.266591157393712,0,0.0,0
298,Été,23.346746644783444,147.1575443543851,Dense,17.363231578144372,0,0.0,0
299,Automne,41.91539771875836,310.2020665056919,Dense,0.2306084693127745,1,0.616434665441707,0
300,Hiver,27.877378553178236,103.2479661413304,Faible,11.731493981048548,0,0.0,0
301,Automne,8.210799031647728,49.41061413791175,Rare,9.728380741657865,2,1.7988129271943383,1
302,Automne,10.66657171189805,4.385497415927268,Dense,0.7418259367280686,2,2.0221287169277793,1
